"Date","Rt"
2020-02-02,2.83569008814125
2020-02-03,2.62073210379268
2020-02-04,2.45973683550382
2020-02-05,2.3606042065244
2020-02-06,2.28183016307427
2020-02-07,2.22737767921383
2020-02-08,2.18339263135819
2020-02-09,2.14456156989548
2020-02-10,2.11469401562548
2020-02-11,2.09101103848308
2020-02-12,2.07114168125764
2020-02-13,2.05258202830764
2020-02-14,2.03474034896643
2020-02-15,2.01736239690821
2020-02-16,1.99839528341654
2020-02-17,1.97908101068898
2020-02-18,1.95802553375714
2020-02-19,1.93682423863434
2020-02-20,1.91276535241401
2020-02-21,1.88982200761029
2020-02-22,1.86477487886569
2020-02-23,1.83514054218801
2020-02-24,1.8049156886465
2020-02-25,1.77440312993841
2020-02-26,1.74167069365464
2020-02-27,1.7060000451545
2020-02-28,1.66873092258264
2020-02-29,1.63185119638956
2020-03-01,1.59381241234097
2020-03-02,1.55350058250832
2020-03-03,1.51199690573042
2020-03-04,1.46988256186562
2020-03-05,1.4282437536933
2020-03-06,1.38575886763887
2020-03-07,1.34344026477278
2020-03-08,1.30007292596102
2020-03-09,1.25635317362599
2020-03-10,1.21292201834131
2020-03-11,1.17261618012825
2020-03-12,1.13236787764338
2020-03-13,1.09343637749562
2020-03-14,1.05462976612643
2020-03-15,1.01655272855615
2020-03-16,0.980061086622995
2020-03-17,0.945240575786809
2020-03-18,0.910720468997511
2020-03-19,0.877410343813317
2020-03-20,0.846529745170949
2020-03-21,0.816274849978774
2020-03-22,0.787330470824492
2020-03-23,0.760464504705245
2020-03-24,0.734622310989795
2020-03-25,0.709849415946217
2020-03-26,0.68661538890806
2020-03-27,0.664157407487807
2020-03-28,0.643017519199393
2020-03-29,0.625294417160356
2020-03-30,0.607288148608718
2020-03-31,0.589306622938877
2020-04-01,0.575248783600271
2020-04-02,0.563745321307487
2020-04-03,0.552234244821
2020-04-04,0.541656241455208
2020-04-05,0.531998215148292
2020-04-06,0.524643563552258
2020-04-07,0.518941422428812
2020-04-08,0.514508927290973
2020-04-09,0.51133872766562
2020-04-10,0.507934885714989
2020-04-11,0.505609323130495
2020-04-12,0.505034866839508
2020-04-13,0.504779970057355
2020-04-14,0.504255115939827
2020-04-15,0.507354029252228
2020-04-16,0.509989885451082
2020-04-17,0.514468476009647
2020-04-18,0.519540739289329
2020-04-19,0.526784361495718
2020-04-20,0.534692249870064
2020-04-21,0.542342534246675
2020-04-22,0.552372450809528
2020-04-23,0.56288225202325
2020-04-24,0.574635100414364
2020-04-25,0.585400824306254
2020-04-26,0.59843747796662
2020-04-27,0.611343444640638
2020-04-28,0.625138853502491
2020-04-29,0.638973811750581
2020-04-30,0.654660223458254
2020-05-01,0.669669248788247
2020-05-02,0.685782552659803
2020-05-03,0.70336506485707
2020-05-04,0.721135487773596
2020-05-05,0.7387656653226
2020-05-06,0.756230977517615
2020-05-07,0.774695692873267
2020-05-08,0.794537177162922
2020-05-09,0.812402914309824
2020-05-10,0.828990147169926
2020-05-11,0.847330817695294
2020-05-12,0.86530363246399
2020-05-13,0.883910391670151
2020-05-14,0.901115194286503
2020-05-15,0.919053075136043
2020-05-16,0.936506045895586
2020-05-17,0.953288511728849
2020-05-18,0.969419569025078
2020-05-19,0.985004282084716
2020-05-20,1.00260444374708
2020-05-21,1.01731381251264
2020-05-22,1.03015374367652
2020-05-23,1.0439837298681
2020-05-24,1.05697536370451
2020-05-25,1.06904676155465
2020-05-26,1.08045784500518
2020-05-27,1.09148598410955
2020-05-28,1.10190982762745
2020-05-29,1.1112813595415
2020-05-30,1.12110596290771
2020-05-31,1.1292271726363
2020-06-01,1.13658616629611
2020-06-02,1.14288020765721
2020-06-03,1.14891958091019
2020-06-04,1.15308213484969
2020-06-05,1.15609275247459
2020-06-06,1.15854341658624
2020-06-07,1.1603166686975
2020-06-08,1.16219549979416
2020-06-09,1.16139591685976
2020-06-10,1.16118547422849
2020-06-11,1.16086326878606
2020-06-12,1.15924148926016
2020-06-13,1.15616722943233
2020-06-14,1.15367012359984
2020-06-15,1.1502991465308
2020-06-16,1.14733464974441
2020-06-17,1.14254915732286
2020-06-18,1.13817229103576
2020-06-19,1.13196650439875
2020-06-20,1.12703277792717
2020-06-21,1.12217447544303
2020-06-22,1.11659066205916
2020-06-23,1.11064889519644
2020-06-24,1.10582456402712
2020-06-25,1.10086525481542
2020-06-26,1.09688017259092
2020-06-27,1.09186801713506
2020-06-28,1.0861352123986
2020-06-29,1.08270412401467
2020-06-30,1.07873603242634
2020-07-01,1.07507364547262
2020-07-02,1.07250391829437
2020-07-03,1.06987404549297
2020-07-04,1.06774017101881
2020-07-05,1.0657130553823
2020-07-06,1.06403181265128
2020-07-07,1.06358681965515
2020-07-08,1.06396736496046
2020-07-09,1.062784479055
2020-07-10,1.06274664922914
2020-07-11,1.06372613717324
2020-07-12,1.06505509774589
2020-07-13,1.06806298454444
2020-07-14,1.0725245910441
2020-07-15,1.07686071290507
2020-07-16,1.08093340395371
2020-07-17,1.08581314109278
2020-07-18,1.0930255354783
2020-07-19,1.10065401847723
2020-07-20,1.10759272565693
2020-07-21,1.11561973201242
2020-07-22,1.12531349282197
2020-07-23,1.13460144585574
2020-07-24,1.14526030205509
2020-07-25,1.15681303316702
2020-07-26,1.16963705995005
2020-07-27,1.18384490477594
2020-07-28,1.19931228402303
2020-07-29,1.21474231746623
2020-07-30,1.23102062786413
2020-07-31,1.24788548204811
2020-08-01,1.26649207966284
2020-08-02,1.28341280977408
2020-08-03,1.30295743592009
2020-08-04,1.32162985069473
2020-08-05,1.34133466530563
