"Date","Rt"
2020-03-03,3.9528336907944
2020-03-04,3.66312272606101
2020-03-05,3.45486653982135
2020-03-06,3.29956935233761
2020-03-07,3.17593214132156
2020-03-08,3.09557729354747
2020-03-09,3.02833939757951
2020-03-10,2.97368391636303
2020-03-11,2.92446979780028
2020-03-12,2.88163451788259
2020-03-13,2.83851617177447
2020-03-14,2.79811337676878
2020-03-15,2.75821852616351
2020-03-16,2.71579621981489
2020-03-17,2.67214525290993
2020-03-18,2.62425957530753
2020-03-19,2.57302764912786
2020-03-20,2.52163809627264
2020-03-21,2.46719841689872
2020-03-22,2.41086176854628
2020-03-23,2.35322239133176
2020-03-24,2.29518012679975
2020-03-25,2.23359080407722
2020-03-26,2.16987702475022
2020-03-27,2.10850003422184
2020-03-28,2.04726133739149
2020-03-29,1.98050414603961
2020-03-30,1.91380501441289
2020-03-31,1.84529605961424
2020-04-01,1.77883216969794
2020-04-02,1.71072955969454
2020-04-03,1.64604616925564
2020-04-04,1.58029463506031
2020-04-05,1.51752611444864
2020-04-06,1.45217880514378
2020-04-07,1.39073596270995
2020-04-08,1.33080103513332
2020-04-09,1.27385735202141
2020-04-10,1.21806567326035
2020-04-11,1.16456581428781
2020-04-12,1.11384773716245
2020-04-13,1.06431001932082
2020-04-14,1.01864431412403
2020-04-15,0.974642984606011
2020-04-16,0.934078585472713
2020-04-17,0.894112359075258
2020-04-18,0.857954901929161
2020-04-19,0.823642071179861
2020-04-20,0.792000455058515
2020-04-21,0.762755397844868
2020-04-22,0.736011669684954
2020-04-23,0.711777759743114
2020-04-24,0.690484361971434
2020-04-25,0.669870909201937
2020-04-26,0.650610455360412
2020-04-27,0.633505452050817
2020-04-28,0.618668475864429
2020-04-29,0.604755530719573
2020-04-30,0.592748933614371
2020-05-01,0.582249122644073
2020-05-02,0.5739614073346
2020-05-03,0.564316160460258
2020-05-04,0.558408845337974
2020-05-05,0.552331185563498
2020-05-06,0.547608993730081
2020-05-07,0.545033732681872
2020-05-08,0.542753851089359
2020-05-09,0.542890275602821
2020-05-10,0.543449679888912
2020-05-11,0.544687472472124
2020-05-12,0.545882849070581
2020-05-13,0.548677067027213
2020-05-14,0.552463875078838
2020-05-15,0.557335283294623
2020-05-16,0.562834752728155
2020-05-17,0.567481683419005
2020-05-18,0.573282545862999
2020-05-19,0.579297875492107
2020-05-20,0.585419798286849
2020-05-21,0.591040143146839
2020-05-22,0.599178552233909
2020-05-23,0.606335763777438
2020-05-24,0.613942813615088
2020-05-25,0.622717534997316
2020-05-26,0.631051228258093
2020-05-27,0.638312745125769
2020-05-28,0.647232098309402
2020-05-29,0.656009258815023
2020-05-30,0.664420024580935
2020-05-31,0.673539167943773
2020-06-01,0.68213586224141
2020-06-02,0.690816087940116
2020-06-03,0.698836712722684
2020-06-04,0.706233909903422
2020-06-05,0.714378251753626
2020-06-06,0.721869383842541
2020-06-07,0.730694848170408
2020-06-08,0.739481705631515
2020-06-09,0.747716346021883
2020-06-10,0.75569663302346
2020-06-11,0.763654004450211
2020-06-12,0.771401326709216
2020-06-13,0.780344900270205
2020-06-14,0.788486330949467
2020-06-15,0.796696929086321
2020-06-16,0.803652868945228
2020-06-17,0.811506292590003
2020-06-18,0.819441115574066
2020-06-19,0.828021457585541
2020-06-20,0.837239681728704
2020-06-21,0.846333701655552
2020-06-22,0.855767365307192
2020-06-23,0.864855613489124
2020-06-24,0.876218505412202
2020-06-25,0.887786784417718
2020-06-26,0.898671522603722
2020-06-27,0.910698361570998
2020-06-28,0.923784175648245
2020-06-29,0.936738986840601
2020-06-30,0.950813380850397
2020-07-01,0.966029099012644
2020-07-02,0.981822968580788
2020-07-03,0.997957865193925
2020-07-04,1.01619437768654
2020-07-05,1.03509606106115
2020-07-06,1.05458871523236
2020-07-07,1.07303376230914
2020-07-08,1.09319127550053
2020-07-09,1.11320109062321
2020-07-10,1.13588857094423
2020-07-11,1.15951285215902
2020-07-12,1.1831131503914
2020-07-13,1.20784211286845
2020-07-14,1.23431320497468
2020-07-15,1.26147050527856
2020-07-16,1.28927340224024
2020-07-17,1.31712135235763
2020-07-18,1.34765940482932
2020-07-19,1.37857439374635
2020-07-20,1.41010449476879
2020-07-21,1.44257180648836
2020-07-22,1.47724503132089
2020-07-23,1.51115485178134
2020-07-24,1.54449816833382
2020-07-25,1.57771889460035
2020-07-26,1.6121906863919
2020-07-27,1.64541134350267
2020-07-28,1.6780866926384
2020-07-29,1.71119962329102
2020-07-30,1.74334715068595
2020-07-31,1.77633281326946
2020-08-01,1.80779483099448
2020-08-02,1.83724491654981
2020-08-03,1.8686773873846
2020-08-04,1.89746453938838
2020-08-05,1.92514379646707
2020-08-06,1.95302369183836
2020-08-07,1.97760805577833
2020-08-08,2.00259544552819
2020-08-09,2.02408715280058
2020-08-10,2.04374142164261
2020-08-11,2.06049513313304
2020-08-12,2.07821463644865
2020-08-13,2.09184890457001
2020-08-14,2.10562798902648
2020-08-15,2.11613334205502
2020-08-16,2.12670372033739
2020-08-17,2.13065930566819
2020-08-18,2.1346050185205
2020-08-19,2.135542058681
2020-08-20,2.13434356504056
2020-08-21,2.13279247987076
2020-08-22,2.12613239025482
2020-08-23,2.1198915728462
2020-08-24,2.10848514012052
2020-08-25,2.09579895764747
2020-08-26,2.08019563331719
2020-08-27,2.0634798134672
2020-08-28,2.04359493306737
2020-08-29,2.02477892421212
2020-08-30,2.00435857610037
2020-08-31,1.98056782336121
2020-09-01,1.95946259825946
2020-09-02,1.93511200994045
2020-09-03,1.91090065414538
2020-09-04,1.88294457712438
