"Date","Rt"
2020-02-26,5.41758202396973
2020-02-27,4.96782650276521
2020-02-28,4.67675010955234
2020-02-29,4.49399478248966
2020-03-01,4.36705427680458
2020-03-02,4.27010842269164
2020-03-03,4.1938608356406
2020-03-04,4.12776911835476
2020-03-05,4.06948143432584
2020-03-06,4.01914745145471
2020-03-07,3.96264572617971
2020-03-08,3.902925345592
2020-03-09,3.84071689803895
2020-03-10,3.77714861833109
2020-03-11,3.71222356657117
2020-03-12,3.63738991934704
2020-03-13,3.56076086877829
2020-03-14,3.4785684196295
2020-03-15,3.39271096701698
2020-03-16,3.30245916997148
2020-03-17,3.21223219846877
2020-03-18,3.11930203170235
2020-03-19,3.02147804250856
2020-03-20,2.92464966340413
2020-03-21,2.82494988045943
2020-03-22,2.72513172491256
2020-03-23,2.62474198736215
2020-03-24,2.52183585687338
2020-03-25,2.42378244715233
2020-03-26,2.32583649158012
2020-03-27,2.22774067782351
2020-03-28,2.13051239980854
2020-03-29,2.0344093302829
2020-03-30,1.94355172878858
2020-03-31,1.85244960004004
2020-04-01,1.76594356742963
2020-04-02,1.68051077418316
2020-04-03,1.60041039464268
2020-04-04,1.5230144346331
2020-04-05,1.44873374522582
2020-04-06,1.37686667477353
2020-04-07,1.30765241119025
2020-04-08,1.2423504956542
2020-04-09,1.1825361662766
2020-04-10,1.1284587221176
2020-04-11,1.07756865973105
2020-04-12,1.02952309721136
2020-04-13,0.985073503240901
2020-04-14,0.946317166786848
2020-04-15,0.909761607192634
2020-04-16,0.875695579715637
2020-04-17,0.845016664151722
2020-04-18,0.81780108733404
2020-04-19,0.793574111780627
2020-04-20,0.771156496008151
2020-04-21,0.752785135140035
2020-04-22,0.735479571612843
2020-04-23,0.721628691596705
2020-04-24,0.711051472330656
2020-04-25,0.701342271235722
2020-04-26,0.692484775643822
2020-04-27,0.687718717378344
2020-04-28,0.683176554878409
2020-04-29,0.681848164942086
2020-04-30,0.681322907479595
2020-05-01,0.681249519927409
2020-05-02,0.683220738383701
2020-05-03,0.688643532099293
2020-05-04,0.694269235395351
2020-05-05,0.701465538782716
2020-05-06,0.709840517211024
2020-05-07,0.719952774104099
2020-05-08,0.731194594162353
2020-05-09,0.742885693351293
2020-05-10,0.755707846765565
2020-05-11,0.770825495047271
2020-05-12,0.785667977919582
2020-05-13,0.802387939770193
2020-05-14,0.820224040072307
2020-05-15,0.839543011059674
2020-05-16,0.857683423843043
2020-05-17,0.877202973071647
2020-05-18,0.89699638660647
2020-05-19,0.917821181101676
2020-05-20,0.938357711112716
2020-05-21,0.959782633137068
2020-05-22,0.981325779255057
2020-05-23,1.00206306787028
2020-05-24,1.02278064727849
2020-05-25,1.04424394108299
2020-05-26,1.06405572085932
2020-05-27,1.08419522913226
2020-05-28,1.10413016241862
2020-05-29,1.12391770593084
2020-05-30,1.14386137585127
2020-05-31,1.16249609298526
2020-06-01,1.18049165260658
2020-06-02,1.19895895452217
2020-06-03,1.2161943450771
2020-06-04,1.23243372881808
2020-06-05,1.24934331150112
2020-06-06,1.26430722014887
2020-06-07,1.27873759757151
2020-06-08,1.29193727850049
2020-06-09,1.30554860602239
2020-06-10,1.3182235752351
2020-06-11,1.33044927938079
2020-06-12,1.34077232765292
2020-06-13,1.35214576298841
2020-06-14,1.36178837785503
2020-06-15,1.36997640119365
2020-06-16,1.37809025551708
2020-06-17,1.38593024126572
2020-06-18,1.39237954573578
2020-06-19,1.39933396001054
2020-06-20,1.40546311076193
2020-06-21,1.4109677847811
2020-06-22,1.41539679503571
2020-06-23,1.41839424495458
2020-06-24,1.42145994000394
2020-06-25,1.42426417384547
2020-06-26,1.42573631406034
2020-06-27,1.42759431181175
2020-06-28,1.42890368005196
2020-06-29,1.4291796608858
2020-06-30,1.4289594227542
2020-07-01,1.42828274222998
2020-07-02,1.42810082681837
2020-07-03,1.42718475031692
2020-07-04,1.42585920660329
2020-07-05,1.42384058054497
2020-07-06,1.42175296407708
2020-07-07,1.41910832329781
2020-07-08,1.41600920128761
2020-07-09,1.41150159529488
2020-07-10,1.40690270514237
2020-07-11,1.40195887006884
2020-07-12,1.39766422588358
2020-07-13,1.39294094662494
2020-07-14,1.38753573966526
2020-07-15,1.38055478050975
2020-07-16,1.3739796744501
2020-07-17,1.36747743935911
2020-07-18,1.35945283049268
2020-07-19,1.35131852860661
2020-07-20,1.34267091749609
2020-07-21,1.33314771646423
2020-07-22,1.32349302285779
2020-07-23,1.31394594641528
2020-07-24,1.30352041711713
2020-07-25,1.29292751660557
2020-07-26,1.28176990321669
2020-07-27,1.27120396346974
2020-07-28,1.25835856674688
2020-07-29,1.24562926994188
2020-07-30,1.23405100312632
2020-07-31,1.22114816127108
2020-08-01,1.20907846461728
2020-08-02,1.19623294648752
2020-08-03,1.18373440686488
2020-08-04,1.17160886569289
2020-08-05,1.15953766569943
2020-08-06,1.14696314704672
2020-08-07,1.134354830489
2020-08-08,1.12231641387017
2020-08-09,1.11129557108334
2020-08-10,1.09995814075539
2020-08-11,1.08996218090894
2020-08-12,1.07975896347272
2020-08-13,1.07011607760889
2020-08-14,1.06128511096373
2020-08-15,1.05310052386142
2020-08-16,1.0454729347124
2020-08-17,1.03832094492429
2020-08-18,1.03226610576742
2020-08-19,1.0264947439708
2020-08-20,1.02205998445672
2020-08-21,1.01841235324782
2020-08-22,1.01505480386148
2020-08-23,1.01306327789218
2020-08-24,1.01119196378258
2020-08-25,1.01025722534217
2020-08-26,1.01115605393175
2020-08-27,1.01273145062945
2020-08-28,1.01588308841413
2020-08-29,1.01961998940885
